index#place dispo#taux d'acces a la formation#Nombre de voeux formules#Pourcentage de lyceens boursiers#candidats hors secteur#Taux de passage en deuxieme annee#Taux de reussite a 2/4 ans
28453#70#53#None#None#None#None#None
9992#58#62#1205#20#50#61.3#None
23611#30#30#253#None#None#87#None
5697#36#21#1842#29#42#84.7#66.8
16679#12#80#30#12#None#77.4#62.1
7810#24#66#626#27#40#82.3#58.7
10427#24#45#609#24#35#None#None
21541#24#45#609#24#35#None#None
11777#24#26#317#54#29#69#None
25212#14#99#91#36#62#84.2#None
8096#72#82#1309#11#None#91.4#None
28797#35#67#262#20#33#83.7#69.8
7104#30#81#107#16#50#84.2#None
8946#48#47#1278#17#None#92.6#None
9979#35#62#345#26#46#82.4#62
3495#32#50#759#26#40#83.7#69.8
25171#36#80#None#None#None#None#None
7633#50#95#43#None#None#38.6#38.7
6021#25#89#156#13#30#83.2#None
19026#15#47#189#None#None#None#None
10053#29#20#770#20#37#None#None
23753#51#76#185#None#None#87#None
19020#15#15#204#49#46#88.7#75.3
10674#24#58#465#24#23#86.6#74.5
23381#129#23#5009#12#None#86#None
4825#48#20#1566#8#None#82.6#None
7752#100#88#795#17#10#32.4#36
31472#24#77#711#13#None#92.9#None
4058#24#51#440#32#33#86.5#67.3
23943#95#52#5320#14#None#86#None
8878#34#54#429#8#None#None#None
8220#35#25#1650#38#45#82.4#62
20109#12#50#161#None#None#None#None
29711#35#54#1111#19#5#6.6#None
21688#15#26#195#16#None#None#None
36029#160#36#None#None#None#None#None
6791#30#75#212#25#72#83.9#62
3380#100#93#745#13#None#48.6#46.1
22752#14#20#379#14#None#63.2#56.7
5933#75#93#691#19#50#42#53.3
18848#35#32#1206#33#46#82.4#62
28284#20#100#113#32#5#5#None
20778#2000#100#335#None#None#None#None
31330#43#82#592#12#None#92.9#None
24818#35#50#155#None#None#86#None
3394#22#48#463#17#33#83.7#69.8
26033#48#35#626#5#None#93#None
33910#15#67#82#None#None#None#None
23947#70#30#6145#14#None#86#None
2113#24#88#176#15#None#92#None
index#place dispo#taux d'acces a la formation#Nombre de voeux formules#Pourcentage de lyceens boursiers#candidats hors secteur#Taux de passage en deuxieme annee#Taux de reussite a 2/4 ans
11104#170#67#1383#23#5#39.7#44.1
11111#32#28#1038#35#46#82.4#62
11118#335#53#4648#17#5#41.4#48.3
11119#20#73#None#None#None#None#None
11125#37#48#899#19#8#87.3#None
11128#35#54#241#15#24#85.3#None
11130#38#15#2860#38#46#83.7#69.8
11157#50#12#3491#26#50#71.5#None
11161#15#50#None#None#None#None#None
11166#28#32#755#47#46#81.8#61.7
11168#35#12#2415#41#46#84.7#66.8
11172#35#33#691#47#45#82.3#58.7
11174#24#23#787#40#46#81.8#61.7
11177#35#77#574#26#None#92.6#None
11183#24#75#183#14#20#86#48.1
11190#24#72#439#32#None#92.6#None
11202#35#63#1014#17#None#82.6#None
11221#52#39#757#29#50#71#None
11229#140#18#8462#33#50#78.5#None
11234#25#88#193#34#46#82.4#62
11248#170#75#2244#25#5#54.4#40.6
11257#120#75#1054#27#5#38.6#38.7
11262#25#97#78#27#5#38.6#38.7
11263#30#27#710#31#50#83.8#62.6
11264#13#18#668#30#50#None#None
11267#300#32#5090#20#3#48.6#None
11270#35#35#612#47#45#82.3#58.7
11276#35#81#761#20#None#86.1#None
11348#12#32#159#25#None#None#None
11349#88#24#3477#29#50#67.6#None
11350#52#45#592#31#50#68.6#None
11356#28#10#827#32#50#70#None
11363#45#28#1006#9#None#92#None
11368#24#25#1192#31#50#None#None
11374#38#27#780#36#46#81.8#61.7
11375#38#16#1428#35#46#84.7#66.8
11391#96#18#2681#12#None#91.4#None
11393#144#62#1899#10#None#82.6#None
11401#35#15#1708#32#46#84.7#66.8
11407#35#21#1446#32#46#84.7#66.8
11408#24#25#968#32#25#80.4#64.2
11414#15#56#280#38#70#59.1#None
11423#24#41#591#27#40#None#None
11431#35#40#672#33#45#82.3#58.7
11434#42#49#1305#28#None#None#None
11437#26#48#211#15#50#85.8#66.5
11438#18#58#242#18#55#86.8#60.3
11447#36#37#573#21#23#84.7#66.8
11449#36#42#391#21#23#86.6#74.5
11453#16#52#174#9#24#84.7#79.2
11469#206#25#4566#17#3#48.6#None
11481#650#61#6144#25#5#41.4#48.3
11499#50#48#797#22#5#None#None
11506#30#60#109#15#None#43.3#48.6
11507#30#50#116#14#None#43.3#48.6
11510#26#26#1238#19#50#66.1#None
11514#12#14#707#31#50#83.8#62.6
11520#24#25#966#25#17#67#None
11521#33#28#477#42#45#82.3#58.7
11532#32#33#398#19#10#87.3#None
11534#32#30#352#23#35#83.7#69.8
11542#20#26#441#31#75#86.8#69.2
11543#78#59#962#21#30#68.5#None
11555#29#56#354#28#45#83.7#71.5
11560#30#27#523#24#60#None#None
11562#40#66#514#20#None#92.6#None
11564#22#48#279#31#63#85.9#67.1
