cod_aff_form#program_name#selectivity#geolocation#city#cod_uai#available_places#percent_admitted#number_applicants#percent_scholarship#out_of_sector_candidates#L2_continuation_rate#diploma_earned_ontime
21581#DN MADE - Matériaux - - Spécialité : Recherches et process en volume céramique#formation sélective#{'lon': 2.21153, 'lat': 48.8255}#Sèvres#0920802X#8.0#45.0#137.0#15.0###
21585#DN MADE - Espace - - Spécialité : Conception spatiale et lumière#formation sélective#{'lon': 4.82981, 'lat': 45.7679}#Lyon 1er Arrondissement#0690037R#15.0#6.0#1080.0#14.0###
21587#DN MADE - Graphisme - - Spécialité : Design de communication, image et édition#formation sélective#{'lon': 4.82981, 'lat': 45.7679}#Lyon 1er Arrondissement#0690037R#15.0#4.0#1745.0#15.0###
21591#DN MADE - Spectacle - - Spécialité : Costume formes-couleurs-matériaux/exploration et réalisation#formation sélective#{'lon': 4.82981, 'lat': 45.7679}#Lyon 1er Arrondissement#0690037R#15.0#5.0#670.0#13.0###
21600#DN MADE - Objet - - Spécialité : Matériaux#formation sélective#{'lon': 2.0208, 'lat': 49.033}#Vauréal#0951710T#15.0#51.0#223.0#15.0###
21614#DN MADE - Instrument - - Spécialité : Création, innovation et tradition horlogères#formation sélective#{'lon': -1.68817, 'lat': 48.0919}#Rennes#0350031U#12.0#15.0#202.0#12.0###
21616#BTS - Production - Enveloppe des bâtiments : conception et réalisation#formation sélective#{'lon': -61.7434, 'lat': 16.01}#Basse-Terre#9710884J#16.0#57.0#84.0#63.0#38.0#84.6#54.7
21628#DN MADE - Objet - - Spécialité : Savoir-faire/produit/innovation sociale : inventer le design#formation sélective#{'lon': 4.82981, 'lat': 45.7679}#Lyon 1er Arrondissement#0690037R#15.0#12.0#858.0#11.0###
21634#DN MADE - Numérique - - Spécialité : Identité numérique de l'objet d'art#formation sélective#{'lon': 4.87693, 'lat': 45.7456}#Lyon#0690698J#15.0#34.0#198.0#12.0###
21654#DN MADE - Graphisme - - Spécialité : Dispositifs d'édition#formation sélective#{'lon': 3.1294, 'lat': 46.9831}#Nevers#0580753D#15.0#32.0#406.0#23.0###
21661#DEUST - Métiers de la forme#formation sélective#{'lon': 2.89905, 'lat': 42.6846}#Perpignan#0660437S#35.0#39.0#528.0#18.0##72.5#75.0
21676#BTS - Production - Conception de processus de découpe et d'emboutissage#formation sélective#{'lon': 4.85796, 'lat': 45.7457}#Lyon 7e  Arrondissement#0690040U#12.0#97.0#49.0#20.0#40.0#48.1#
21692#DN MADE - Événement - - Spécialité : identités, scénarios et scénographies#formation sélective#{'lon': 1.39421, 'lat': 43.5847}#Toulouse#0311323V#15.0#11.0#579.0#18.0###
21735#DN MADE - Mode - - Spécialité : Savoir-faire, luxe et innovation ? Broderie#formation sélective#{'lon': 2.36204, 'lat': 48.8651}#Paris  3e  Arrondissement#0750672Y#9.0#2.0#1101.0#16.0###
21745#DN MADE - Graphisme - - Spécialité : Image de communication#formation sélective#{'lon': 2.32809, 'lat': 48.8868}#Paris 18e  Arrondissement#0750710P#24.0#7.0#1521.0#13.0###
21751#DN MADE - Espace - - Spécialité : Design responsable : Territoire , Société & patrimoine#formation sélective#{'lon': 1.48522, 'lat': 46.2399}#La Souterraine#0230025C#15.0#31.0#352.0#13.0###
21753#DN MADE - Graphisme - - Spécialité : Objets Graphiques#formation sélective#{'lon': 1.48522, 'lat': 46.2399}#La Souterraine#0230025C#15.0#30.0#394.0#20.0###
21757#DN MADE - Événement - - Spécialité : Espaces de communication#formation sélective#{'lon': 2.3320600000000002, 'lat': 48.8519}#Paris  6e  Arrondissement#0750502N#12.0#10.0#686.0#14.0###
21759#DN MADE - Objet - - Spécialité : Design : usages, scenarii, sens et prospection#formation sélective#{'lon': 1.48522, 'lat': 46.2399}#La Souterraine#0230025C#15.0#66.0#177.0#16.0###
21793#DN MADE - Espace - - Spécialité : Architecture, habitat, mobilier et environnement#formation sélective#{'lon': 2.29483, 'lat': 48.8335}#Paris 15e  Arrondissement#0750612H#15.0#2.0#2183.0#14.0###
21816#Licence - Histoire - Parcours Histoire-Science politique#formation sélective#{'lon': 2.32917, 'lat': 48.8481}#Paris  6e  Arrondissement#0753541S#220.0#37.0#2651.0#3.0##43.3#48.6
21848#Licence - Langues étrangères appliquées - Parcours Anglais-Allemand#formation sélective#{'lon': 2.32917, 'lat': 48.8481}#Paris  6e  Arrondissement#0753541S#30.0#88.0#67.0#8.0##39.7#44.1
21876#BPJEPS - Spécialité Educateur sportif - Mention Activités aquatiques et de la natation#formation sélective#{'lon': 4.38954, 'lat': 44.3987}#Vallon-Pont-d'Arc#0071445H#3.0#6.0#33.0####
21883#BTS - Services - Management en hôtellerie restauration#formation sélective#{'lon': 6.16852, 'lat': 47.635}#Vesoul#0700882D#12.0#94.0#79.0#27.0#75.0#88.2#77.4
21909#Mention complémentaire - Technicien(ne) en soudage#formation sélective#{'lon': -0.48784000000000005, 'lat': 46.8336}#Bressuire#0791029P#12.0#89.0#42.0####
21936#DN MADE - Objet - - Spécialité : Innovation sociale#formation sélective#{'lon': 2.0208, 'lat': 49.033}#Vauréal#0951710T#15.0#76.0#138.0#18.0###
21943#DN MADE - Événement - - Spécialité : Design graphique événementiel de marques et d'institutions culturelles#formation sélective#{'lon': 2.42027, 'lat': 48.6267}#Evry-Courcouronnes#0911828T#15.0#22.0#372.0#15.0###
21948#DN MADE - Animation - - Spécialité : L'animation au service du réel#formation sélective#{'lon': 2.33125, 'lat': 48.8459}#Paris  6e  Arrondissement#0753844W#16.0#21.0#411.0#9.0###
21964#DN MADE - Mode - - Spécialité : Collection, vêtements et accessoires#formation sélective#{'lon': 2.36204, 'lat': 48.8651}#Paris  3e  Arrondissement#0750672Y#24.0#1.0#2182.0#14.0###
21971#DN MADE - Objet - - Spécialité : DESIGN DE PRODUITS, OBJETS D'EXCEPTION ET PRATIQUES SINGULIERES#formation sélective#{'lon': 2.29483, 'lat': 48.8335}#Paris 15e  Arrondissement#0750612H#15.0#7.0#660.0#10.0###
21974#DN MADE - Espace - - Spécialité : ARCHITECTURE, ESPACES PUBLICS ET CONTEXTES URBAINS#formation sélective#{'lon': 2.29483, 'lat': 48.8335}#Paris 15e  Arrondissement#0750612H#15.0#6.0#1553.0#15.0###
21976#DN MADE - Spectacle - - Spécialité : Mise en lumière pour le spectacle et l'événement#formation sélective#{'lon': 2.37492, 'lat': 48.8546}#Paris 11e  Arrondissement#0750558Z#8.0#15.0#214.0#13.0###
21987#DN MADE - Patrimoine - - Spécialité : création et expérimentation en Marqueterie#formation sélective#{'lon': 2.01191, 'lat': 43.4503}#Revel#0310088C#######
22022#BTS - Services - Economie sociale familiale#formation sélective#{'lon': -60.96, 'lat': 14.6799}#La Trinité#9720430K#24.0#45.0#198.0#43.0#37.0#69#
22048#Mention complémentaire - Technicien(ne) en soudage#formation sélective#{'lon': 1.3515700000000002, 'lat': 43.6103}#Colomiers#0311092U#12.0#58.0#59.0####
22054#DN MADE - Numérique - - Spécialité : Designer graphique numérique option interface#formation sélective#{'lon': 2.35242, 'lat': 48.8308}#Paris 13e  Arrondissement#0750686N#8.0#3.0#698.0#20.0###
22073#Licence - Economie et gestion - Parcours Science politique et Relations internationales#formation non sélective#{'lon': 6.15735, 'lat': 45.9188}#Annecy#0741586X#30.0#10.0#1664.0#11.0#10.0#44.2#47.6
22152#BTS - Services - Service et prestation des secteurs sanitaire et social#formation sélective#{'lon': -61.7241, 'lat': 15.9927}#Basse-Terre#9710991A#20.0#61.0#113.0#50.0#40.0##
22154#BTS - Services - Management Commercial Opérationnel#formation sélective#{'lon': -61.5831, 'lat': 16.2405}#Baie-Mahault#9710993C#25.0#70.0#240.0#46.0#29.0#84.7#66.8
22238#BTS - Services - Assurance#formation sélective#{'lon': 4.36756, 'lat': 45.4754}#Saint-Priest-en-Jarez#0420044V#30.0#48.0#555.0#25.0#33.0#80.4#64.2
22240#BTS - Services - Négociation et digitalisation de la Relation Client#formation sélective#{'lon': 4.80913, 'lat': 45.7213}#Oullins#0690074F#34.0#25.0#1578.0#36.0#48.0#83.7#69.8
22246#BTS - Services - Négociation et digitalisation de la Relation Client#formation sélective#{'lon': 4.85987, 'lat': 45.745}#Lyon 8e  Arrondissement#0690042W#35.0#13.0#2182.0#37.0#48.0#83.7#69.8
22252#BTS - Production - Fluide, énergie, domotique - option B froid et conditionnement d'air#formation sélective#{'lon': 3.05722, 'lat': 50.6221}#Lille#0593027V#18.0#96.0#34.0#19.0#65.0#81.4#54.3
22594#BUT - Science et génie des matériaux#formation sélective#{'lon': 6.90865, 'lat': 49.19489}#Forbach#0573627H#32.0#94.0#188.0#12.0#30.0#70#
22706#Licence - Droit - Parcours International Droit français-droit espagnol#formation sélective#{'lon': -0.61799, 'lat': 44.797}#Talence#0333298F#30.0#21.0#597.0#17.0##41.4#48.3
22729#BTS - Services - Economie sociale familiale#formation sélective#{'lon': 6.41671, 'lat': 47.8795}#Fougerolles-Saint-Valbert#0700958L#25.0#100.0#27.0#22.0#37.0#69#
22752#DEUST - Animation et gestion des activités sportives, physiques ou culturelles, parcours activités de pleine nature#formation sélective#{'lon': 0.3855, 'lat': 46.5625}#Poitiers#0860856N#14.0#20.0#379.0#14.0##63.2#56.7
22810#Formation d'ingénieur Bac + 5 - Bacs généraux - 2 Sciences#formation sélective#{'lon': 3.04505, 'lat': 50.6338}#Lille#0590348H#66.0#90.0#1732.0#5.0###
22845#Formation d'ingénieur Bac + 5 - Bac +1/+2#formation sélective#{'lon': -0.5508000000000001, 'lat': 47.4934}#Angers#0490075R#######
22846#Formation d'ingénieur Bac + 5 - Bac +1/+2#formation sélective#{'lon': 3.04871, 'lat': 50.6342}#Lille#0590347G#######
22847#Formation d'ingénieur Bac + 5 - Bac +1/+2#formation sélective#{'lon': 3.04871, 'lat': 50.6342}#Lille#0590347G#######
22849#Formation d'ingénieur Bac + 5 - Bac +1/+2#formation sélective#{'lon': 2.80244, 'lat': 49.402}#Compiègne#0600075R#######
22856#Formation d'ingénieur Bac + 5 - Bac +1/+2#formation sélective#{'lon': 2.58357, 'lat': 48.83982}#Noisy-le-Grand#0932019P#######
22857#Formation d'ingénieur Bac + 5 - Bac +1/+2#formation sélective#{'lon': 2.3638500000000002, 'lat': 48.7897}#Villejuif#0941934S#######
22858#Formation d'ingénieur Bac + 5 - Bac +1/+2#formation sélective#{'lon': -0.7579400000000001, 'lat': 48.0877}#Laval#0530939H#######
22865#Formation d'ingénieur Bac + 5 - Bac +1/+2#formation sélective#{'lon': -0.7825900000000001, 'lat': 44.8097}#Saint-Jean-d'Illac#0333415H#######
22868#Formation d'ingénieur Bac + 5 - Bac +1/+2#formation sélective#{'lon': 3.04871, 'lat': 50.6342}#Lille#0590347G#######
22869#Formation d'ingénieur Bac + 5 - Bac +1/+2#formation sélective#{'lon': 3.04871, 'lat': 50.6342}#Lille#0590347G#######
22902#Formation d'ingénieur Bac + 5 - Bacs technologiques#formation sélective#{'lon': 2.3638500000000002, 'lat': 48.7897}#Villejuif#0941934S#32.0#89.0#176.0#11.0###
22932#Diplôme d'Université - Diplôme d'Initiation au Chinois#formation sélective#{'lon': 2.37623, 'lat': 48.8274}#Paris#0753488J#250.0#99.0#292.0#12.0###
23018#D.E Infirmier#formation sélective#{'lon': 2.23513, 'lat': 48.9442}#Argenteuil#0951567M#76.0#40.0#5605.0#20.0##86#
23024#D.E Infirmier#formation sélective#{'lon': 5.40029, 'lat': 43.3345}#Marseille 14e  Arrondissement#0132820V#84.0#31.0#7225.0#19.0##86#
23028#D.E Infirmier#formation sélective#{'lon': 6.0889, 'lat': 44.565}#Gap#0050567P#35.0#34.0#4077.0#19.0##86#
23029#D.E Infirmier#formation sélective#{'lon': 5.4397, 'lat': 43.5199}#Aix-en-Provence#0132927L#55.0#16.0#7768.0#19.0##86#
23031#D.E Infirmier#formation sélective#{'lon': 5.56285, 'lat': 43.2924}#Aubagne#0132931R#83.0#29.0#6587.0#19.0##86#
23034#D.E Infirmier#formation sélective#{'lon': 5.3602, 'lat': 43.2292}#Marseille 15e  Arrondissement#0132937X#118.0#29.0#7814.0#19.0##86#
23036#D.E Infirmier#formation sélective#{'lon': 5.41055, 'lat': 43.269800000000004}#Marseille 14e  Arrondissement#0132940A#150.0#34.0#7757.0#19.0##86#
23039#D.E Infirmier#formation sélective#{'lon': 4.88802, 'lat': 43.9093}#Avignon#0840855Y#104.0#26.0#5930.0#19.0##86#
23051#D.E Infirmier#formation sélective#{'lon': 2.45433, 'lat': 48.90899}#Bobigny#0931808K#######
23054#D.E Infirmier#formation sélective#{'lon': 2.5538600000000002, 'lat': 48.86623}#Neuilly-sur-Marne#0932323V#148.0#34.0#4748.0#24.0##86#
23058#D.E Infirmier#formation sélective#{'lon': 2.47941, 'lat': 48.5932}#Corbeil-Essonnes#0911783U#159.0#43.0#4765.0#20.0##86#
23064#D.E Infirmier#formation sélective#{'lon': 7.27554, 'lat': 43.7274}#Nice#0061213L#73.0#31.0#4365.0#14.0##86#
23066#D.E Infirmier#formation sélective#{'lon': 7.16845, 'lat': 43.732}#La Gaude#0061492P#87.0#33.0#3197.0#14.0##86#
23073#D.E Infirmier#formation sélective#{'lon': 3.61348, 'lat': 49.56451}#Laon#0021887R#66.0#64.0#2293.0#17.0##86#
23077#D.E Infirmier#formation sélective#{'lon': 2.07046, 'lat': 49.44987}#Beauvais#0601748Z#91.0#57.0#2875.0#17.0##86#
23082#D.E Infirmier#formation sélective#{'lon': 2.27586, 'lat': 49.87033}#Amiens#0801955R#75.0#46.0#2884.0#17.0##86#
23086#D.E Infirmier#formation sélective#{'lon': 5.09022, 'lat': 47.31119}#Quetigny#0211599Z#36.0#39.0#2722.0#16.0##86#
23088#D.E Infirmier#formation sélective#{'lon': 4.83681, 'lat': 46.7885}#Chalon-sur-Saône#0711373G#52.0#46.0#2814.0#16.0##86#
23098#D.E Infirmier#formation sélective#{'lon': -1.61206, 'lat': 49.6363}#Cherbourg-en-Cotentin#0501513Y#57.0#52.0#1886.0#15.0##86#
23106#D.E Infirmier#formation sélective#{'lon': 2.43699, 'lat': 44.92778}#Aurillac#0150634H#66.0#50.0#2620.0#15.0##86#
23120#D.E Infirmier#formation sélective#{'lon': 4.75152, 'lat': 44.5637}#Montélimar#0261161W#62.0#35.0#3792.0#14.0##86#
23132#D.E Infirmier#formation sélective#{'lon': 3.24498, 'lat': 50.174}#Cambrai#0594900F#64.0#30.0#4311.0#21.0##86#
23133#D.E Infirmier#formation sélective#{'lon': 2.87296, 'lat': 50.6883}#Armentières#0595009Z#68.0#46.0#4581.0#21.0##86#
23151#D.E Infirmier#formation sélective#{'lon': 2.53819, 'lat': 50.6173}#Saint-Venant#0623845T#82.0#53.0#3348.0#21.0##86#
23161#D.E Infirmier#formation sélective#{'lon': 4.87861, 'lat': 45.5357}#Vienne#0382665R#54.0#38.0#5662.0#18.0##86#
23182#D.E Infirmier#formation sélective#{'lon': 3.49084, 'lat': 44.52218}#Mende#0480653Z#37.0#36.0#4322.0#17.0##86#
23183#D.E Infirmier#formation sélective#{'lon': 2.88082, 'lat': 42.7046}#Perpignan#0660570L#86.0#28.0#6335.0#17.0##86#
23185#D.E Infirmier#formation sélective#{'lon': 6.19258, 'lat': 48.684}#Nancy#0542526C#143.0#42.0#3751.0#17.0##86#
23186#D.E Infirmier#formation sélective#{'lon': 6.13533, 'lat': 48.6778}#Laxou#0542018A#90.0#37.0#3658.0#17.0##86#
23193#D.E Infirmier#formation sélective#{'lon': 6.16247, 'lat': 49.11961}#Metz#0572697X#274.0#57.0#4544.0#17.0##86#
23207#D.E Infirmier#formation sélective#{'lon': 2.33989, 'lat': 48.8297}#Paris 14e  Arrondissement#0754902W#105.0#47.0#7301.0#20.0##86#
23209#D.E Infirmier#formation sélective#{'lon': 2.42976, 'lat': 48.81977}#Saint-Maurice#0942070P#63.0#44.0#4978.0#20.0##86#
23215#D.E Infirmier#formation sélective#{'lon': -0.46034, 'lat': 46.3152}#Niort#0791018C#105.0#59.0#3504.0#13.0##86#
23218#D.E Infirmier#formation sélective#{'lon': 4.06706, 'lat': 48.27848}#Troyes#0100852X#85.0#42.0#2102.0#17.0##86#
23219#D.E Infirmier#formation sélective#{'lon': 4.36455, 'lat': 48.9677}#Châlons-en-Champagne#0511570E#105.0#67.0#1857.0#17.0##86#
23223#D.E Infirmier#formation sélective#{'lon': 5.13999, 'lat': 48.1208}#Chaumont#0520953D#41.0#52.0#1527.0#17.0##86#
23224#D.E Infirmier#formation sélective#{'lon': 1.14314, 'lat': 49.0372}#Evreux#0271476H#121.0#60.0#2524.0#17.0##86#
23244#D.E Infirmier#formation sélective#{'lon': 7.33354, 'lat': 48.0753}#Colmar#0681687P#120.0#58.0#3316.0#17.0##86#
23253#D.E Infirmier#formation sélective#{'lon': 1.43791, 'lat': 44.44423}#Cahors#0460580F#53.0#44.0#4067.0#16.0##86#
23259#D.E Infirmier#formation sélective#{'lon': 2.04454, 'lat': 47.22935}#Vierzon#0180809G#45.0#64.0#2893.0#16.0##86#
23271#D.E Infirmier#formation sélective#{'lon': 2.6699900000000003, 'lat': 48.5413}#Melun#0771984N#85.0#49.0#3039.0#19.0##86#
23272#D.E Infirmier#formation sélective#{'lon': 2.81093, 'lat': 48.86831}#Magny-le-Hongre#0771985P#100.0#52.0#2549.0#19.0##86#
23276#D.E Infirmier#formation sélective#{'lon': 3.2992, 'lat': 48.5601}#Provins#0771989U#52.0#51.0#2238.0#19.0##86#
23294#D.E Infirmier#formation sélective#{'lon': 1.9510200000000002, 'lat': 48.7395}#Le Mesnil-Saint-Denis#0783389K#66.0#59.0#2407.0#16.0##86#
23297#D.E Infirmier#formation sélective#{'lon': 2.23515, 'lat': 48.8492}#Boulogne-Billancourt#0921983F#77.0#45.0#3406.0#16.0##86#
23299#Diplôme d'Université - Chimie-Physique entièrement enseigné en anglais#formation sélective#{'lon': 2.07457, 'lat': 49.01683}#Cergy#0952260R#15.0#63.0#42.0####
23301#Licence - Portail Sciences et Techniques des Activités Physiques et Sportives#formation non sélective#{'lon': 1.9308, 'lat': 47.8488}#Orléans#0450855K#450.0#41.0#3085.0#14.0#5.0#48.6#
23306#Licence - Portail Marie Curie : Chimie, Physique, Sciences pour l'ingénieur#formation non sélective#{'lon': 5.41102, 'lat': 43.3369}#Marseille 13e  Arrondissement#0134316W#######
23329#Licence - Langues étrangères appliquées - Parcours Licence 1 LEA - Anglais-Espagnol à Agen#formation non sélective#{'lon': 0.62712, 'lat': 44.208}#Agen#0470884F#80.0#100.0#298.0#26.0#40.0#39.7#44.1
23333#Licence - Histoire - Parcours Licence 1 Histoire - Entièrement en distanciel#formation non sélective#{'lon': -0.6174700000000001, 'lat': 44.7966}#Pessac#0331766R#85.0#100.0#415.0#11.0##43.3#48.6
23354#Licence - Lettres - Parcours Licence 1 Lettres classiques - Entièrement en distanciel#formation non sélective#{'lon': -0.6174700000000001, 'lat': 44.7966}#Pessac#0331766R#45.0#100.0#168.0#7.0##42#53.3
23364#Mention complémentaire - Accueil réception#formation sélective#{'lon': 3.04954, 'lat': 45.7784}#Chamalières#0631669X#16.0#79.0#112.0####
23366#Formation d'ingénieur Bac + 5 - Bac +1/+2#formation sélective#{'lon': 2.3638500000000002, 'lat': 48.7897}#Villejuif#0941934S#######
23373#D.E Infirmier#formation sélective#{'lon': -61.5254, 'lat': 16.2369}#Pointe-à-Pitre#9710773N#122.0#24.0#1563.0#31.0##86#
23375#D.E Infirmier#formation sélective#{'lon': -61.03911, 'lat': 14.63366}#Fort-de-France#9720583B#77.0#21.0#1372.0#26.0##86#
23379#D.E Infirmier#formation sélective#{'lon': -2.053, 'lat': 48.4479}#Dinan#0221599U#29.0#39.0#3499.0#12.0##86#
23382#D.E Infirmier#formation sélective#{'lon': -2.00918, 'lat': 48.6363}#Saint-Malo#0351599Y#38.0#32.0#3963.0#12.0##86#
23385#D.E Infirmier#formation sélective#{'lon': -2.7463800000000003, 'lat': 47.64462}#Vannes#0561310V#74.0#25.0#2417.0#11.0##86#
23388#D.E Infirmier#formation sélective#{'lon': -4.5276, 'lat': 48.3998}#Brest#0291540S#101.0#19.0#2570.0#11.0##86#
23392#CPGE - ENS Rennes D1#formation sélective#{'lon': 0.11354000000000002, 'lat': 49.4967}#Le Havre#0760052U#35.0#42.0#818.0#15.0##86.1#
23396#D.E Infirmier#formation sélective#{'lon': -0.5749200000000001, 'lat': 48.7414}#Flers#0611097L#45.0#59.0#1983.0#15.0##86#
23411#BTS - Production - Etude et réalisation d'agencement#formation sélective#{'lon': -1.03852, 'lat': 43.7295}#Saint-Paul-lès-Dax#0401002X#15.0#10.0#575.0#16.0#53.0#88.7#75.3
23412#BTS - Production - Bioqualité#formation sélective#{'lon': 0.62255, 'lat': 44.1999}#Agen#0470001W#14.0#80.0#164.0#10.0#33.0#86.2#
23492#Mention complémentaire - Aéronautique option avions à moteur à turbines#formation sélective#{'lon': 2.45825, 'lat': 49.2362}#Saint-Maximin#0600048B#10.0#81.0#75.0####
23514#FCIL - Contrôle Technique#formation sélective#{'lon': 4.84286, 'lat': 46.7787}#Chalon-sur-Saône#0711322B#10.0#69.0#17.0####
23552#D.E Educateur Technique Spécialisé#formation sélective#{'lon': 1.38184, 'lat': 43.5681}#Toulouse#0311098A#10.0#69.0#17.0####
23552#D.E Educateur Technique Spécialisé#formation sélective#{'lon': 1.38184, 'lat': 43.5681}#Toulouse#0311098A#5.0#7.0#14.0###83#
23557#D.E Educateur Spécialisé#formation sélective#{'lon': 1.42378, 'lat': 43.55951}#Toulouse#0312283N#45.0#25.0#354.0###87#
23564#Double licence - Informatique / Sciences de la vie - Double licence Informatique - Biologie - Campus Grands Moulins#formation sélective#{'lon': 2.3817500000000003, 'lat': 48.82947}#Paris  6e  Arrondissement#0755976N#16.0#17.0#816.0#14.0##38.8#32.8
23565#Licence - Portail Portail Licence Langues Etrangères Appliquées (LEA) / Langues, Littératures et Cultures Etrangères et Régionales (LLCER)#formation non sélective#{'lon': 2.08925, 'lat': 49.4312}#Beauvais#0601910A#150.0#100.0#603.0#23.0#19.0#39.7#44.1
23569#Licence - Langues étrangères appliquées - Parcours Anglais, Espagnol. Non débutants#formation non sélective#{'lon': 0.38195, 'lat': 46.5704}#Poitiers#0860856N#120.0#100.0#546.0#21.0#50.0#39.7#44.1
23573#Licence - Langues étrangères appliquées - Parcours Anglais, Allemand. Anglais non débutant et Allemand débutant ou non débutant#formation non sélective#{'lon': 0.38188000000000005, 'lat': 46.5705}#Poitiers#0860856N#40.0#100.0#157.0#18.0#50.0#39.7#44.1
23575#Licence - Langues étrangères appliquées - Parcours Espagnol, Russe. Espagnol non débutant et Russe débutant#formation non sélective#{'lon': 0.38186000000000003, 'lat': 46.5705}#Poitiers#0860856N#5.0#100.0#41.0#19.0#50.0#39.7#44.1
23576#Licence - Langues étrangères appliquées - Parcours Espagnol, Portugais. Espagnol non débutant et Portugais débutant ou non débutant#formation non sélective#{'lon': 0.38199000000000005, 'lat': 46.5706}#Poitiers#0860856N#15.0#100.0#156.0#29.0#50.0#39.7#44.1
23577#Licence - Langues étrangères appliquées - Parcours Espagnol, Allemand. Espagnol non débutant et Allemand débutant ou non débutant#formation non sélective#{'lon': 0.382, 'lat': 46.5705}#Poitiers#0860856N#5.0#100.0#7.0#16.0#50.0#39.7#44.1
23595#Double licence - Science politique / Economie - Science Politique - Economie#formation sélective#{'lon': 2.34613, 'lat': 48.83677}#Paris  5e  Arrondissement#0751717J#30.0#8.0#3422.0#9.0##76.2#66.8
23677#D.E Assistant de Service Social#formation sélective#{'lon': -0.34677, 'lat': 49.2021}#Hérouville-Saint-Clair#0142081L#35.0#59.0#61.0###89#
23731#BTS - Agricole - Analyses agricoles biologiques et biotechnologiques#formation sélective#{'lon': -2.09163, 'lat': 47.6488}#Redon#0351958N#34.0#94.0#208.0#7.0#20.0#81.6#
23735#D.E Assistant de Service Social#formation sélective#{'lon': 3.83111, 'lat': 43.6015}#Montpellier#0341728U#29.0#39.0#135.0###89#
23739#D.E Educateur Technique Spécialisé#formation sélective#{'lon': 3.83111, 'lat': 43.6015}#Montpellier#0341728U#15.0#38.0#26.0###83#
23741#D.E Assistant de Service Social#formation sélective#{'lon': 4.37534, 'lat': 43.8118}#Nîmes#0301631K#26.0#38.0#90.0###89#
23754#D.E Educateur de Jeunes Enfants#formation sélective#{'lon': 2.28005, 'lat': 48.832}#Paris 15e  Arrondissement#0753696K#40.0#75.0#129.0###86#
23757#D.E Assistant de Service Social#formation sélective#{'lon': 2.37043, 'lat': 48.8705}#Paris 10e  Arrondissement#0754696X#49.0#67.0#129.0###89#
23773#DN MADE - Graphisme - - Spécialité : illustration et micro-édition#formation sélective#{'lon': 0.15292, 'lat': 45.6333}#Angoulême#0161095D#12.0#8.0#892.0#17.0###
23780#D.E Assistant de Service Social#formation sélective#{'lon': -4.44719, 'lat': 48.427}#Brest#0292319N#22.0#56.0#73.0###89#
23795#D.E Assistant de Service Social#formation sélective#{'lon': 2.43093, 'lat': 48.62816}#Evry-Courcouronnes#0912154X#40.0#71.0#43.0###89#
23814#Formation d'ingénieur Bac + 5 - Agroalimentaire - 2 ans à Rennes puis 3 ans à Nantes#formation sélective#{'lon': -1.51931, 'lat': 47.2832}#Nantes#0442674T#25.0#57.0#152.0#12.0###
23834#Mention complémentaire - Animation-gestion de projets dans le secteur sportif#formation sélective#{'lon': 45.105, 'lat': -12.8503}#Sada#9760182U#######
23850#Licence - Sciences de la vie et de la terre - Parcours International Biologie Santé#formation sélective#{'lon': 2.4441800000000002, 'lat': 48.7885}#Créteil#0941111X#24.0#24.0#935.0#12.0##42.8#50.5
23857#Licence - Mathématiques - Parcours Mathématiques-Informatique, Mathématiques-Physique, Mathématiques Mécanique#formation non sélective#{'lon': 4.35646, 'lat': 43.8423}#Nîmes#0301687W#100.0#100.0#997.0#21.0#50.0#54.4#40.6
23902#Programme Grande Ecole en 5 ans - Grade de Master#formation sélective#{'lon': 2.36499, 'lat': 48.8801}#Paris 10e  Arrondissement#0753147N#######
23903#Programme Grande Ecole en 5 ans - Grade de Master#formation sélective#{'lon': 1.38679, 'lat': 43.6439}#Blagnac#0312269Y#######
23925#Licence - Musicologie - Parcours Musique et arts#formation sélective#{'lon': 1.40266, 'lat': 43.5784}#Toulouse#0311383K#40.0#55.0#207.0#17.0##39.1#41.4
23932#Licence - Cinéma et Audiovisuel - Parcours Cinéma et Audiovisuel - Mineure Anglais#formation non sélective#{'lon': 2.39666, 'lat': 48.8452}#Paris 12e  Arrondissement#0751719L#24.0#16.0#2157.0#11.0#5.0##
23937#BTS - Services - Diététique#formation sélective#{'lon': 4.04488, 'lat': 49.2724}#Bétheny#0512070Y#30.0#74.0#172.0###76.1#61.2
23947#D.E Infirmier#formation sélective#{'lon': -0.60184, 'lat': 44.82469}#Bordeaux#0332436U#70.0#30.0#6145.0#14.0##86#
23949#D.E Infirmier#formation sélective#{'lon': -0.50012, 'lat': 43.9013}#Mont-de-Marsan#0400830K#81.0#48.0#4342.0#14.0##86#
23959#Licence - Double diplôme - Licence Langues, littératures & civilisations étrangères et régionales - LLCER Allemand (Université de Nice) / Bachelor of Arts Lehramt Sekundarstufe I (Pädagogische Hochschule Freiburg)#formation sélective#{'lon': 7.23655, 'lat': 43.6928}#Nice#0062205P#######
23967#Licence - Portail Parcours Sciences Politiques#formation non sélective#{'lon': 2.1390000000000002, 'lat': 43.92}#Albi#0811293R#4.0#16.0#291.0#16.0#13.0#53.2#57.3
23992#Licence - Langues, littératures & civilisations étrangères et régionales - Parcours Anglais - Entièrement en distanciel#formation non sélective#{'lon': 2.39666, 'lat': 48.8452}#Paris 12e  Arrondissement#0751719L#82.0#33.0#1277.0#13.0##38.6#38.7
